report_date_as_yyyy_mm_dd,market_and_exchange_names,noncomm_positions_long_all,noncomm_positions_short_all,comm_positions_long_all,comm_positions_short_all,open_interest_all,date,spec_net,comm_net
2010-07-20T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,37827,6193,31904,79864,117531,2010-07-20,31634,-47960
2010-07-27T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38480,8143,32835,79603,117370,2010-07-27,30337,-46768
2010-08-03T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,43185,6730,31537,84080,123464,2010-08-03,36455,-52543
2010-08-10T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,42597,6863,31676,84429,123370,2010-08-10,35734,-52753
2010-08-17T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,43251,7679,33949,87693,128848,2010-08-17,35572,-53744
2010-08-24T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,42255,7448,31306,82158,124185,2010-08-24,34807,-50852
2010-08-31T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,54472,9659,27884,87261,130813,2010-08-31,44813,-59377
2010-09-07T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,59112,11909,28855,90653,139522,2010-09-07,47203,-61798
2010-09-14T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,60696,11905,29764,94825,144798,2010-09-14,48791,-65061
2010-09-21T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,62013,12642,28973,94276,146767,2010-09-21,49371,-65303
2010-09-28T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,66066,14585,29034,94447,154219,2010-09-28,51481,-65413
2010-10-05T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,63681,15198,30023,92150,156096,2010-10-05,48483,-62127
2010-10-12T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,59615,14263,29899,91403,153970,2010-10-12,45352,-61504
2010-10-19T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,56278,12981,28601,86751,151104,2010-10-19,43297,-58150
2010-10-26T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,53018,12509,30157,88023,152980,2010-10-26,40509,-57866
2010-11-02T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,52625,12834,31152,87200,158633,2010-11-02,39791,-56048
2010-11-09T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,46004,13421,33976,84461,156418,2010-11-09,32583,-50485
2010-11-16T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,40243,12139,37001,82655,146693,2010-11-16,28104,-45654
2010-11-23T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,40307,9881,37420,84273,147685,2010-11-23,30426,-46853
2010-11-30T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,40818,6784,29791,79561,133139,2010-11-30,34034,-49770
2010-12-07T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,42606,9637,29245,78070,137675,2010-12-07,32969,-48825
2010-12-14T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,39450,9218,28454,76590,130145,2010-12-14,30232,-48136
2010-12-21T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,39180,8885,30852,77909,133135,2010-12-21,30295,-47057
2010-12-28T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,41539,9420,30286,81177,137918,2010-12-28,32119,-50891
2011-01-04T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,40483,10448,29598,79349,136931,2011-01-04,30035,-49751
2011-01-11T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38570,9301,30787,77537,136331,2011-01-11,29269,-46750
2011-01-18T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,40010,10357,30663,76031,135675,2011-01-18,29653,-45368
2011-01-25T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38699,10473,29818,72964,125229,2011-01-25,28226,-43146
2011-02-01T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,37883,7203,31966,76767,125287,2011-02-01,30680,-44801
2011-02-08T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,44915,7852,31150,82267,135797,2011-02-08,37063,-51117
2011-02-15T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,50718,9781,34051,89098,147113,2011-02-15,40937,-55047
2011-02-22T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,50937,11714,31935,89728,145070,2011-02-22,39223,-57793
2011-03-01T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,49750,11848,31676,88136,135802,2011-03-01,37902,-56460
2011-03-08T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,50394,11900,30841,86191,133485,2011-03-08,38494,-55350
2011-03-15T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,47290,12336,31210,84631,134914,2011-03-15,34954,-53421
2011-03-22T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,47552,10777,31526,86708,135988,2011-03-22,36775,-55182
2011-03-29T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,47764,10625,32587,87882,138486,2011-03-29,37139,-55295
2011-04-05T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,48890,12105,33413,89827,143013,2011-04-05,36785,-56414
2011-04-12T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,46305,13583,34794,86073,144670,2011-04-12,32722,-51279
2011-04-19T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,48325,14559,34043,86735,144981,2011-04-19,33766,-52692
2011-04-26T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,43078,18083,35763,78297,143341,2011-04-26,24995,-42534
2011-05-03T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,42751,19397,30743,73203,131907,2011-05-03,23354,-42460
2011-05-10T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,34239,10753,33266,74602,123537,2011-05-10,23486,-41336
2011-05-17T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,30936,13501,36082,70099,120227,2011-05-17,17435,-34017
2011-05-24T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,31754,14171,33663,68622,121395,2011-05-24,17583,-34959
2011-05-31T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28870,11288,36702,71025,120853,2011-05-31,17582,-34323
2011-06-07T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28761,11762,37428,70756,121191,2011-06-07,16999,-33328
2011-06-14T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,29261,12674,38561,71785,118846,2011-06-14,16587,-33224
2011-06-21T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,30454,11131,35382,70946,120238,2011-06-21,19323,-35564
2011-06-28T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,27439,11441,36894,66060,114330,2011-06-28,15998,-29166
2011-07-05T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28131,9296,33548,66999,111251,2011-07-05,18835,-33451
2011-07-12T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,29967,9464,30712,68202,112795,2011-07-12,20503,-37490
2011-07-19T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,34248,13499,31009,70522,115999,2011-07-19,20749,-39513
2011-07-26T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,37358,13445,29990,72763,119563,2011-07-26,23913,-42773
2011-08-02T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38265,13414,30441,75029,120385,2011-08-02,24851,-44588
2011-08-09T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,32101,13713,36394,71735,115939,2011-08-09,18388,-35341
2011-08-16T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,32697,10769,34555,75236,116007,2011-08-16,21928,-40681
2011-08-23T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38756,11745,34281,81380,122543,2011-08-23,27011,-47099
2011-08-30T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,36537,9694,31944,77092,112375,2011-08-30,26843,-45148
2011-09-06T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,37185,9978,30563,77869,113449,2011-09-06,27207,-47306
2011-09-13T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,36588,10301,31851,77238,112726,2011-09-13,26287,-45387
2011-09-20T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,33947,11409,32373,73081,112103,2011-09-20,22538,-40708
2011-09-27T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,25153,9728,38025,62287,102014,2011-09-27,15425,-24262
2011-10-04T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,23859,11959,39584,58507,101102,2011-10-04,11900,-18923
2011-10-11T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,23571,11623,37590,58418,99698,2011-10-11,11948,-20828
2011-10-18T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,23005,12653,40121,58895,103357,2011-10-18,10352,-18774
2011-10-25T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,23660,12638,38176,61692,107066,2011-10-25,11022,-23516
2011-11-01T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,24084,11910,39207,62049,108675,2011-11-01,12174,-22842
2011-11-08T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,24414,11474,41455,66166,111841,2011-11-08,12940,-24711
2011-11-15T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,25822,11375,38950,65242,110513,2011-11-15,14447,-26292
2011-11-22T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,23577,10953,40241,61972,108548,2011-11-22,12624,-21731
2011-11-29T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,23816,11722,38884,59572,98959,2011-11-29,12094,-20688
2011-12-06T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,23211,10581,35493,58012,95684,2011-12-06,12630,-22519
2011-12-13T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,25572,11905,35629,55934,98311,2011-12-13,13667,-20305
2011-12-20T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,24302,16874,40017,54842,101165,2011-12-20,7428,-14825
2011-12-27T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,24026,17171,41224,55356,103993,2011-12-27,6855,-14132
2012-01-03T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,26629,16991,41300,57216,107101,2012-01-03,9638,-15916
2012-01-10T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,26208,15137,38959,58021,104345,2012-01-10,11071,-19062
2012-01-17T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,26209,12816,39029,59411,103668,2012-01-17,13393,-20382
2012-01-24T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,27051,10934,35283,60304,103025,2012-01-24,16117,-25021
2012-01-31T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28465,9374,33693,62422,101747,2012-01-31,19091,-28729
2012-02-07T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,32239,8652,31795,66445,106008,2012-02-07,23587,-34650
2012-02-14T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,32860,7192,31427,68737,104872,2012-02-14,25668,-37310
2012-02-21T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,34819,8154,31735,70923,110583,2012-02-21,26665,-39188
2012-02-28T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38012,8009,33802,78395,115866,2012-02-28,30003,-44593
2012-03-06T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,30635,7443,36329,72125,111023,2012-03-06,23192,-35796
2012-03-13T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28459,6643,35341,70972,111730,2012-03-13,21816,-35631
2012-03-20T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28489,7320,37622,69748,111422,2012-03-20,21169,-32126
2012-03-27T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,26897,8242,38722,68400,109859,2012-03-27,18655,-29678
2012-04-03T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,29242,9187,39894,71230,116434,2012-04-03,20055,-31336
2012-04-10T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28154,9968,42151,68537,114469,2012-04-10,18186,-26386
2012-04-17T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28051,9644,44523,71020,121448,2012-04-17,18407,-26497
2012-04-24T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28913,12442,48344,70697,122325,2012-04-24,16471,-22353
2012-05-01T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,26855,11271,42450,66193,110862,2012-05-01,15584,-23743
2012-05-08T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28008,15445,45482,63381,113549,2012-05-08,12563,-17899
2012-05-15T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,27251,15777,45565,61473,114208,2012-05-15,11474,-15908
2012-05-22T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28018,17221,44547,59769,113647,2012-05-22,10797,-15222
2012-05-29T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,26499,17941,45817,60151,113961,2012-05-29,8558,-14334
2012-06-05T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,27809,18015,44927,61452,116809,2012-06-05,9794,-16525
2012-06-12T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,26716,17107,46701,64620,122080,2012-06-12,9609,-17919
2012-06-19T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,27767,17665,47447,64401,122508,2012-06-19,10102,-16954
2012-06-26T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28362,22140,48591,60602,126164,2012-06-26,6222,-12011
2012-07-03T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28662,18956,45803,63157,122128,2012-07-03,9706,-17354
2012-07-10T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28434,19652,48371,62478,124109,2012-07-10,8782,-14107
2012-07-17T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,28431,20775,48214,63349,121819,2012-07-17,7656,-15135
2012-07-24T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,30291,22132,47198,62653,123661,2012-07-24,8159,-15455
2012-07-31T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,31394,18358,43698,65060,121809,2012-07-31,13036,-21362
2012-08-07T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,31421,17741,44595,66447,124276,2012-08-07,13680,-21852
2012-08-14T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,32317,16730,47797,71199,128993,2012-08-14,15587,-23402
2012-08-21T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35646,14446,43146,75623,127776,2012-08-21,21200,-32477
2012-08-28T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,39708,11070,38039,76613,121777,2012-08-28,28638,-38574
2012-09-04T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,42283,9853,32297,77217,119504,2012-09-04,32430,-44920
2012-09-11T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,41371,9889,32206,79478,121050,2012-09-11,31482,-47272
2012-09-18T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,43205,10650,31884,82358,127032,2012-09-18,32555,-50474
2012-09-25T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,44778,10768,34451,86110,133163,2012-09-25,34010,-51659
2012-10-02T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,47236,9118,35788,93628,139117,2012-10-02,38118,-57840
2012-10-09T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,49398,9573,36184,93188,140426,2012-10-09,39825,-57004
2012-10-16T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,49041,8913,36221,93315,141405,2012-10-16,40128,-57094
2012-10-23T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,47463,9327,35786,91285,140643,2012-10-23,38136,-55499
2012-10-30T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,46782,10565,36939,90671,137585,2012-10-30,36217,-53732
2012-11-06T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,44230,10111,38726,88404,139313,2012-11-06,34119,-49678
2012-11-13T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,45185,10775,41797,92758,144567,2012-11-13,34410,-50961
2012-11-20T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,47308,9347,43419,98605,150335,2012-11-20,37961,-55186
2012-11-27T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,51084,9809,42544,101878,150727,2012-11-27,41275,-59334
2012-12-04T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,50204,8932,38410,96924,141738,2012-12-04,41272,-58514
2012-12-11T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,48548,9048,39515,97438,142085,2012-12-11,39500,-57923
2012-12-18T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,44889,8900,40347,95686,141423,2012-12-18,35989,-55339
2012-12-24T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,39620,8977,44302,91010,140751,2012-12-24,30643,-46708
2012-12-31T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38291,9104,45415,90751,141489,2012-12-31,29187,-45336
2013-01-08T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,37257,9163,44977,86242,137542,2013-01-08,28094,-41265
2013-01-15T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38382,9810,46337,88369,140433,2013-01-15,28572,-42032
2013-01-22T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,41282,10189,44790,92188,142279,2013-01-22,31093,-47398
2013-01-29T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,43089,8285,45404,95671,148532,2013-01-29,34804,-50267
2013-02-05T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,42449,6588,46293,98239,151512,2013-02-05,35861,-51946
2013-02-12T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,40205,8133,52182,98979,152817,2013-02-12,32072,-46797
2013-02-19T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,39057,12601,54208,92164,155353,2013-02-19,26456,-37956
2013-02-26T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,37753,16016,52509,83395,145625,2013-02-26,21737,-30886
2013-03-05T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38449,19846,52774,81957,147100,2013-03-05,18603,-29183
2013-03-12T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38637,20529,51929,81352,148283,2013-03-12,18108,-29423
2013-03-19T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38707,23656,55014,81453,151521,2013-03-19,15051,-26439
2013-03-26T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,37548,26144,55564,79605,151568,2013-03-26,11404,-24041
2013-04-02T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38201,30055,57847,76350,155755,2013-04-02,8146,-18503
2013-04-09T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38492,30577,61060,78984,162241,2013-04-09,7915,-17924
2013-04-16T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,39701,22103,61641,84139,157302,2013-04-16,17598,-22498
2013-04-23T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38817,23816,68258,85422,158970,2013-04-23,15001,-17164
2013-04-30T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35720,23530,65685,79915,143477,2013-04-30,12190,-14230
2013-05-07T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35834,22183,65703,80159,144156,2013-05-07,13651,-14456
2013-05-14T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35690,24896,66717,79935,144666,2013-05-14,10794,-13218
2013-05-21T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35533,26718,67754,79680,148619,2013-05-21,8815,-11926
2013-05-28T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,34059,29468,66428,74762,145299,2013-05-28,4591,-8334
2013-06-04T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35051,29695,66857,75256,145734,2013-06-04,5356,-8399
2013-06-11T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35509,31806,68438,73458,147175,2013-06-11,3703,-5020
2013-06-18T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35474,31570,68245,74197,149891,2013-06-18,3904,-5952
2013-06-25T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,34505,33668,66478,70571,140639,2013-06-25,837,-4093
2013-07-02T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,36175,31528,63219,70988,136146,2013-07-02,4647,-7769
2013-07-09T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,36560,31539,62307,69205,133851,2013-07-09,5021,-6898
2013-07-16T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,36775,30140,61325,72647,133445,2013-07-16,6635,-11322
2013-07-23T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35440,29759,60950,71063,131748,2013-07-23,5681,-10113
2013-07-30T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35628,30653,60510,68817,132831,2013-07-30,4975,-8307
2013-08-06T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,34627,29160,58203,68503,132053,2013-08-06,5467,-10300
2013-08-13T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,36945,24236,60196,80472,135226,2013-08-13,12709,-20276
2013-08-20T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,37308,18800,59439,82713,131076,2013-08-20,18508,-23274
2013-08-27T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,33147,16767,54973,79347,122271,2013-08-27,16380,-24374
2013-09-03T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,34616,15769,49643,77006,115644,2013-09-03,18847,-27363
2013-09-10T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,32644,16810,48979,72477,112276,2013-09-10,15834,-23498
2013-09-17T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,30889,17083,49729,71983,112757,2013-09-17,13806,-22254
2013-09-24T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,29357,16705,52271,71892,112317,2013-09-24,12652,-19621
2013-10-01T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,31235,18460,54294,70939,115238,2013-10-01,12775,-16645
2013-10-08T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,31887,16881,52815,74081,116098,2013-10-08,15006,-21266
2013-10-15T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,33368,18600,52976,72249,116207,2013-10-15,14768,-19273
2013-10-22T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,35706,17498,51120,76005,116767,2013-10-22,18208,-24885
2013-10-29T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,36674,18225,51321,77457,117934,2013-10-29,18449,-26136
2013-11-05T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,36134,17231,51669,77503,118718,2013-11-05,18903,-25834
2013-11-12T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,37380,24344,55623,78252,129525,2013-11-12,13036,-22629
2013-11-19T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,38586,28555,60926,78390,138809,2013-11-19,10031,-17464
2013-11-26T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,39270,32648,56669,73097,133287,2013-11-26,6622,-16428
2013-12-03T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,40438,37537,56666,68831,133109,2013-12-03,2901,-12165
2013-12-10T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,42551,32598,56471,74003,133086,2013-12-10,9953,-17532
2013-12-17T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,41916,30368,55860,75105,133306,2013-12-17,11548,-19245
2013-12-24T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,42097,29999,56157,75843,132501,2013-12-24,12098,-19686
2013-12-31T00:00:00.000,SILVER - COMMODITY EXCHANGE INC.,42083,27402,54280,79052,132475,2013-12-31,14681,-24772
